35	0
48	1
50	2
54	3
56	4
58	5
60	6
62	7
64	8
66	9
68	10
70	11
72	12
74	13
75	14
86	15
87	16
88	17
89	18
229	19
272	20
278	21
284	22
285	23
295	24
301	25
303	26
305	27
307	28
309	29
311	30
314	31
411	32
413	33
421	34
426	35
428	36
430	37
466	38
468	39
470	40
472	41
474	42
476	43
478	44
492	45
494	46
496	47
498	48
500	49
502	50
504	51
506	52
538	53
540	54
542	55
544	56
546	57
548	58
552	59
577	60
579	61
581	62
583	63
585	64
589	65
590	66
616	67
626	68
628	69
630	70
632	71
634	72
636	73
638	74
640	75
642	76
644	77
646	78
648	79
650	80
652	81
654	82
656	83
658	84
660	85
662	86
664	87
667	88
675	89
677	90
717	91
718	92
719	93
727	94
728	95
731	96
732	97
740	98
746	99
747	100
751	101
767	102
772	103
774	104
775	105
776	106
777	107
778	108
796	109
797	110
798	111
800	112
801	113
802	114
803	115
804	116
805	117
806	118
807	119
808	120
809	121
810	122
811	123
812	124
813	125
814	126
815	127
816	128
817	129
818	130
825	131
826	132
827	133
828	134
829	135
830	136
831	137
832	138
833	139
834	140
835	141
836	142
837	143
839	144
841	145
843	146
845	147
847	148
849	149
851	150
853	151
855	152
857	153
859	154
861	155
863	156
864	157
865	158
866	159
867	160
868	161
869	162
870	163
871	164
872	165
873	166
874	167
875	168
876	169
945	170
946	171
952	172
954	173
970	174
972	175
973	176
975	177
1005	178
1007	179
1009	180
1011	181
1013	182
1015	183
1017	184
1019	185
1021	186
1023	187
1025	188
1027	189
1029	190
1031	191
1033	192
1035	193
1037	194
1038	195
1040	196
1042	197
1044	198
1046	199
1048	200
1050	201
1052	202
1053	203
1055	204
1057	205
1059	206
1061	207
1063	208
1065	209
1067	210
1069	211
1071	212
1073	213
1075	214
1077	215
1079	216
1081	217
1083	218
1085	219
1087	220
1089	221
1091	222
1093	223
1095	224
1097	225
1099	226
1101	227
1103	228
1105	229
1107	230
1109	231
1111	232
1113	233
1115	234
1117	235
1119	236
1121	237
1123	238
1125	239
1127	240
1129	241
1131	242
1133	243
1135	244
1137	245
1139	246
1141	247
1143	248
1145	249
1147	250
1149	251
1151	252
1153	253
1155	254
1157	255
1159	256
1161	257
1163	258
1165	259
1167	260
1169	261
1171	262
1173	263
1175	264
1177	265
1179	266
1181	267
1183	268
1185	269
1187	270
1189	271
1191	272
1193	273
1195	274
1197	275
1199	276
1201	277
1203	278
1205	279
1207	280
1209	281
1211	282
1213	283
1215	284
1217	285
1219	286
1221	287
1223	288
1225	289
1227	290
1229	291
1231	292
1233	293
1235	294
1237	295
1239	296
1241	297
1243	298
1245	299
1247	300
1249	301
1251	302
1253	303
1255	304
1257	305
1259	306
1261	307
1263	308
1265	309
1267	310
1269	311
1271	312
1273	313
1275	314
1277	315
1279	316
1281	317
1283	318
1285	319
1287	320
1289	321
1291	322
1293	323
1295	324
1297	325
1299	326
1301	327
1303	328
1305	329
1307	330
1309	331
1311	332
1313	333
1315	334
1317	335
1319	336
1321	337
1323	338
1325	339
1327	340
1329	341
1331	342
1333	343
1335	344
1337	345
1339	346
1341	347
1343	348
1345	349
1347	350
1349	351
1351	352
1353	353
1355	354
1357	355
1359	356
1361	357
1363	358
1365	359
1367	360
1369	361
1371	362
1373	363
1375	364
1377	365
1379	366
1381	367
1383	368
1385	369
1387	370
1389	371
1391	372
1393	373
1395	374
1397	375
1399	376
1401	377
1403	378
1405	379
1407	380
1409	381
1419	382
1420	383
1422	384
1424	385
1426	386
1428	387
1430	388
1432	389
1434	390
1478	391
1495	392
1506	393
1511	394
1513	395
1540	396
1549	397
1554	398
1575	399
1580	400
1601	401
1603	402
1605	403
1607	404
1609	405
1611	406
1613	407
1615	408
1654	409
1656	410
1658	411
1660	412
1662	413
1664	414
1692	415
1694	416
1696	417
1698	418
1700	419
1702	420
1704	421
1706	422
1708	423
1710	424
1712	425
1716	426
1718	427
1722	428
1724	429
1725	430
1727	431
1729	432
1731	433
1733	434
1735	435
1741	436
1757	437
1785	438
1796	439
1797	440
1833	441
1835	442
1837	443
1844	444
1845	445
1846	446
1917	447
1919	448
1925	449
1927	450
1929	451
1931	452
1949	453
1963	454
1973	455
2347	456
2395	457
2402	458
2405	459
2406	460
2412	461
2413	462
2414	463
2415	464
2416	465
2417	466
2460	467
2462	468
2464	469
2466	470
2468	471
2470	472
2472	473
2474	474
2476	475
2487	476
2489	477
2491	478
2493	479
2495	480
2497	481
2499	482
2501	483
2503	484
2520	485
2522	486
2524	487
2526	488
2577	489
2579	490
2581	491
2583	492
2585	493
2587	494
2589	495
2591	496
2593	497
2595	498
2597	499
2599	500
2601	501
2603	502
2605	503
2607	504
2609	505
2611	506
2613	507
2615	508
2617	509
2619	510
2621	511
2623	512
2625	513
2627	514
2629	515
2631	516
2633	517
2635	518
2637	519
2639	520
2641	521
2643	522
2645	523
2647	524
2649	525
2651	526
2653	527
2655	528
2657	529
2659	530
2661	531
2663	532
2665	533
2667	534
2669	535
2671	536
2673	537
2675	538
2883	539
2888	540
2889	541
2890	542
2894	543
2896	544
2898	545
2900	546
2902	547
2904	548
2906	549
2908	550
2910	551
2912	552
2914	553
2916	554
2918	555
2920	556
2922	557
2924	558
2926	559
2928	560
2930	561
2932	562
2934	563
2936	564
2938	565
2940	566
2942	567
2946	568
2949	569
2952	570
2961	571
2963	572
2968	573
2969	574
2978	575
2979	576
2980	577
2981	578
2982	579
2983	580
2984	581
2985	582
2986	583
2987	584
2988	585
2989	586
2990	587
2991	588
2992	589
2993	590
2994	591
2995	592
2997	593
3053	594
3054	595
3057	596
3058	597
3059	598
3060	599
3061	600
3093	601
3094	602
3095	603
3096	604
3097	605
3098	606
3099	607
3100	608
3101	609
3105	610
3107	611
3122	612
3140	613
3157	614
3159	615
3164	616
3170	617
3171	618
3172	619
3173	620
3174	621
3175	622
3176	623
3177	624
3190	625
3192	626
3194	627
3196	628
3198	629
3200	630
3202	631
3204	632
3208	633
3327	634
3329	635
3331	636
3333	637
3335	638
3337	639
3339	640
3341	641
3343	642
3385	643
3387	644
3389	645
3391	646
3393	647
3472	648
3473	649
3474	650
3475	651
3476	652
3477	653
3478	654
3479	655
3480	656
3481	657
3483	658
3485	659
3486	660
3488	661
3688	662
3689	663
3690	664
3691	665
3695	666
3711	667
3748	668
3749	669
3751	670
3753	671
3755	672
3757	673
3758	674
