667	292
767	175
772	28
837	175
839	176
841	176
1237	28
1239	28
1241	28
1243	28
1245	28
1247	28
1249	28
1251	28
1253	28
1255	28
1257	28
1259	28
1261	28
1263	28
1277	1381
1279	1381
1281	1381
1283	1381
1285	1381
1287	1381
1289	1381
1291	1629
1293	1629
1295	1629
1297	1629
1299	1629
1301	1629
1303	1582
1305	1582
1307	124
1309	124
1311	124
1313	124
1315	124
1317	124
1319	124
1321	1629
1323	1629
1325	1629
1327	1629
1329	1629
1331	1629
1333	1582
1335	1430
1337	1430
1339	1430
1341	1430
1343	1430
1345	1430
1347	1430
1379	28
1381	28
1383	28
1385	28
1387	1272
1389	28
1391	28
1393	28
1395	28
1397	28
1399	28
1401	28
1403	28
1405	28
1407	28
1409	28
1419	1271
2402	1582
2417	28
3053	28
3054	28
3170	28
3171	28
3172	28
3173	28
3174	28
3175	28
3176	28
3190	28
3192	28
3194	28
3196	28
3198	28
3200	28
3202	28
3204	28
3695	792
4037	131
4039	131
4068	1629
4084	1119
4151	1578
4153	27
4158	28
4159	28
4170	28
4503	1629
4508	1629
4580	28
4582	28
4584	28
4587	1928
4675	28
4710	28
4718	1580
4726	28
4734	372
4755	373
4862	28
4863	28
4864	28
4865	28
4866	28
4886	1580
4887	1580
4888	1580
4889	1580
4890	1580
4910	28
4911	28
4912	28
4913	28
4914	28
4934	372
4935	372
4936	372
4937	372
4938	372
4982	373
4983	373
4984	373
4985	373
4986	373
5016	28
5614	191
5704	28
5706	28
5708	28
5710	28
5712	28
5714	28
5716	28
5718	28
5720	28
5722	28
5724	28
5726	28
5728	28
5730	28
5734	28
5736	28
6082	284
6526	28
6528	27
6562	28
6563	28
6599	28
6603	28
6605	1381
6607	1629
6609	124
6611	1629
6760	28
6762	28
6764	28
6773	131
6774	131
6775	131
6776	131
6777	131
6778	131
6779	131
6817	124
6818	28
6908	1955
6910	1955
6912	1955
6914	1955
7158	124
7170	1644
7421	618
7422	618
7423	618
7424	618
7425	618
7426	618
7427	618
7428	618
7429	618
7430	618
7431	618
7439	124
7449	1713
7639	28
7640	28
7641	28
7642	28
7643	28
7644	28
7645	28
7646	28
7647	28
7648	28
7668	27
7671	1386
7673	1386
7804	28
7809	28
8650	131
8652	131
8654	131
8656	131
8658	131
8660	131
8662	131
8664	131
8666	131
8668	131
8670	131
8672	131
8674	131
8676	131
8678	131
8680	131
8871	822
8880	175
8966	131
8967	131
8968	131
8969	131
8970	131
8971	131
9013	28
9044	28
9046	28
9048	28
9050	28
9084	28
9091	28
9092	28
9093	28
9174	175
9176	175
9177	175
9179	175
9181	175
9183	175
9185	175
10010	28
10024	1283
10033	234
10034	234
10146	1277
10147	1277
10148	1277
10149	1277
10150	1279
10156	175
10280	28
10282	28
10284	28
10440	28
10442	28
10444	28
10487	1171
10735	1383
10858	124
10887	985
11165	175
11167	175
11235	303
11259	158
11367	28
11369	28
11371	28
11373	28
11375	28
11377	28
11379	28
11381	28
11382	28
11384	28
11386	28
11388	28
11389	28
11391	28
11393	28
11395	28
11396	28
11398	28
11400	28
11402	28
11403	28
11405	28
11407	28
11409	28
11410	28
11412	28
11414	28
11416	28
11417	28
11419	28
11694	1579
11696	1579
11698	1579
11700	1579
11716	1581
11730	1579
11736	28
11738	28
11998	159
12570	1157
12578	294
12579	294
12580	294
12844	593
12845	370
12846	370
12847	370
12848	370
12849	370
13081	175
13117	712
13118	712
13119	712
13120	712
13121	712
13122	712
13123	712
13124	712
13125	712
13126	712
13127	712
13128	712
13129	712
13130	712
13131	712
13132	712
13133	712
13134	712
13135	712
13136	712
13137	712
13138	712
13139	712
13140	712
13141	712
13142	712
13143	712
13144	712
13145	712
13146	712
13629	28
13630	28
13631	28
13632	28
13633	28
13634	28
13635	28
13636	28
13637	28
13638	28
13639	28
13640	28
13641	28
13642	28
13643	28
13644	28
13645	28
13646	28
13647	28
13648	28
13661	1096
13666	326
13671	327
13676	328
13719	176
13867	28
13869	28
13879	1381
13880	1381
13881	1381
13882	1381
13905	28
13907	28
13929	28
13931	28
13941	28
13943	28
13979	1928
13981	1928
13982	1582
13984	1582
13988	28
13990	28
14057	1072
14097	1629
14102	158
14110	158
14117	28
14152	158
14154	158
14156	158
14158	158
14160	158
14287	1629
14289	1629
14291	1629
14293	1629
14295	1629
14377	28
14379	28
14381	28
14383	28
14385	28
14679	1481
14684	175
14712	398
14713	182
14725	28
14728	415
15241	1603
15353	1638
15403	1580
15426	1682
15438	28
15441	1578
15442	1578
15443	1578
15444	1578
15484	1695
15485	28
15486	28
15507	1701
15596	1381
15597	1899
15598	1712
15701	303
15702	303
15703	303
15704	303
15991	1381
15992	1381
15993	1381
15994	1381
15995	1381
15996	1381
15997	1381
15998	1381
15999	1381
16000	1381
16001	1381
16035	1381
16036	1381
16037	1381
16038	1381
16039	1381
16040	1381
16041	1381
16042	1381
16043	1381
16044	1381
16045	1381
16116	1430
16117	1430
16118	1430
16119	1430
16120	1430
16121	1430
16122	1430
16123	1430
16124	1430
16125	1430
16126	1430
16127	124
16128	124
16129	124
16130	124
16131	124
16132	124
16133	124
16134	124
16135	124
16136	124
16137	124
16142	1381
16143	1381
16144	1381
16145	1381
16146	1381
16147	1381
16148	1381
16149	1381
16150	1381
16151	1381
16152	1381
16174	1747
16175	1747
16176	1747
16177	1747
16178	1747
16179	1747
16180	1747
16181	1747
16182	1747
16183	1747
16184	1747
16218	28
16219	28
16220	28
16221	28
16222	28
16223	28
16224	28
16225	28
16226	28
16227	28
16228	28
16229	28
16230	28
16231	28
16232	28
16233	28
16234	28
16235	28
16236	28
16237	28
16238	28
16239	28
16240	28
16241	28
16242	28
16243	28
16244	28
16245	28
16246	28
16247	28
16248	28
16249	28
16250	28
16251	28
16252	28
16253	28
16254	28
16255	28
16256	28
16257	28
16258	28
16259	28
16260	28
16261	28
16295	1381
16297	1381
16299	1381
16301	1381
16303	1381
16305	1381
16307	1381
16309	1381
16311	1381
16313	1381
16315	1381
16361	1381
16363	1381
16365	1381
16367	1381
16369	1381
16371	1381
16373	1381
16375	1381
16377	1381
16379	1381
16381	1381
16383	1582
16385	1582
16387	1582
16389	1582
16391	1582
16393	1582
16395	1582
16397	1582
16399	1582
16401	1582
16403	1582
16405	1747
16407	1747
16409	1747
16411	1747
16413	1747
16415	1747
